Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
DRY/24-25/308341,2024-04-29 11:00:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,167.0,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/322373,2024-08-16 11:09:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,460.67,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/301195,2024-04-03 11:55:00,Hydro-Extractor Machinery Lease,Seitz Specialty Chemicals India,3281.34,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/321432,2024-06-21 08:45:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,466.52,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/319615,2024-10-27 15:07:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,278.73,Routine voucher booking for premium garment care revenue,Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/301088,2024-06-09 17:31:00,Electricity & Water Tanker Costs,Diversey Hygiene Supplies,167.55,0.0,Routine voucher booking for electricity & water tanker costs,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/313419,2025-03-22 12:11:00,Dry Cleaning Solvents & Perc,Direct Walk-in Retail Clients,3503.29,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 03 - Bandra West (Mumbai),store_exec_blr
DRY/24-25/307700,2024-04-06 14:23:00,Hanger & Poly-Packaging Purchase,Direct Walk-in Retail Clients,1323.39,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/300431,2024-09-13 20:45:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1648.74,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/307668,2024-05-18 08:59:00,Electricity & Water Tanker Costs,Taj & Marriott B2B Hotel Pool,90.44,0.0,Routine voucher booking for electricity & water tanker costs,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/321426,2024-08-02 14:20:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1826.04,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/319304,2025-02-07 12:53:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,994.51,Routine voucher booking for premium garment care revenue,Branch 03 - Bandra West (Mumbai),store_exec_blr
DRY/24-25/YE-500644,2025-03-08 20:15:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,68085.61,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/LOG-402175,2024-11-02 11:54:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,17720.67,0.0,Inter-branch garment transit claim ref VAN-EXP-527,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/318823,2024-11-28 17:51:00,Dry Cleaning Solvents & Perc,CleanCare Packaging Ltd,115.11,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/315964,2024-12-15 16:32:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,2348.97,Routine voucher booking for premium garment care revenue,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/318881,2025-02-08 15:38:00,Hanger & Poly-Packaging Purchase,Buchi Laundry Equipment Lease,6323.3,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/317719,2024-05-25 09:53:00,Eco-friendly Detergents & Softeners,Diversey Hygiene Supplies,2076.48,0.0,Routine voucher booking for eco-friendly detergents & softeners,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/303514,2024-11-20 17:15:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1195.75,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/314694,2025-02-09 16:27:00,Hydro-Extractor Machinery Lease,CleanCare Packaging Ltd,640.28,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/316187,2024-05-06 09:53:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,690.74,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/316038,2024-06-10 20:09:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2095.32,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/LOG-401250,2024-06-06 18:51:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,17162.88,0.0,Inter-branch garment transit claim ref VAN-EXP-214,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/302105,2024-07-22 08:32:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,256.63,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/301129,2024-12-08 10:29:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,3470.5,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/321968,2024-11-13 13:46:00,Dry Cleaning Solvents & Perc,Local Water Tanker Suppliers,1999.08,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/316160,2024-06-24 12:44:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,396.59,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/YE-500563,2025-03-20 21:10:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,104290.98,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/LOG-400525,2024-06-06 16:54:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,14865.75,0.0,Inter-branch garment transit claim ref VAN-EXP-331,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/320841,2025-03-13 16:14:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,675.79,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/304596,2024-04-11 08:33:00,Electricity & Water Tanker Costs,Buchi Laundry Equipment Lease,1699.46,0.0,Routine voucher booking for electricity & water tanker costs,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/317099,2024-04-06 13:38:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1235.04,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/301688,2024-07-06 14:51:00,Hydro-Extractor Machinery Lease,Taj & Marriott B2B Hotel Pool,1524.2,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/306582,2025-03-29 11:21:00,Electricity & Water Tanker Costs,Blue Dart & Local Bike Logistics,5189.69,0.0,Routine voucher booking for electricity & water tanker costs,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/300344,2025-01-14 08:47:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,80.0,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/LOG-400467,2024-06-09 11:34:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,35572.39,0.0,Inter-branch garment transit claim ref VAN-EXP-669,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/318685,2024-12-11 20:15:00,Eco-friendly Detergents & Softeners,Local Water Tanker Suppliers,1617.48,0.0,Routine voucher booking for eco-friendly detergents & softeners,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/319863,2024-05-02 18:59:00,Branch Shop Rental,Seitz Specialty Chemicals India,5979.36,0.0,Routine voucher booking for branch shop rental,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/318205,2024-12-24 15:08:00,Van Logistics & Fuel Reimbursements,Seitz Specialty Chemicals India,3184.41,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/309337,2024-11-14 08:04:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1140.17,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/308508,2024-07-02 16:03:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,190.16,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/316169,2025-01-05 15:44:00,Van Logistics & Fuel Reimbursements,Direct Walk-in Retail Clients,2822.72,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/304343,2024-12-15 15:11:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,80.0,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/303548,2024-05-06 15:19:00,Branch Shop Rental,CleanCare Packaging Ltd,1847.17,0.0,Routine voucher booking for branch shop rental,Branch 04 - Powai Galleria (Mumbai),store_exec_blr
DRY/24-25/305804,2024-09-14 14:21:00,Dry Cleaning Solvents & Perc,Commercial Property Landlord Pool,6953.94,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/YE-500544,2025-03-10 21:58:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,139740.05,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/307096,2025-02-12 19:00:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,728.16,Routine voucher booking for commercial hotel laundry b2b,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/307104,2025-03-26 13:45:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,666.32,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/YE-500044,2025-03-21 19:14:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,93339.02,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/309336,2024-04-14 08:59:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,2733.44,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/LOG-401408,2024-07-04 11:21:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,15659.58,0.0,Inter-branch garment transit claim ref VAN-EXP-222,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/311886,2025-02-15 15:52:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,775.76,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),cfo_kapoor
DRY/24-25/LOG-402445,2024-12-12 15:34:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,32171.58,0.0,Inter-branch garment transit claim ref VAN-EXP-101,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/LOG-401819,2024-05-25 18:04:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,21186.31,0.0,Inter-branch garment transit claim ref VAN-EXP-330,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/YE-500852,2025-03-13 19:03:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,179036.62,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/301184,2024-07-29 08:19:00,Electricity & Water Tanker Costs,Seitz Specialty Chemicals India,149.01,0.0,Routine voucher booking for electricity & water tanker costs,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/312695,2024-04-23 16:05:00,Branch Shop Rental,Seitz Specialty Chemicals India,235.0,0.0,Routine voucher booking for branch shop rental,Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/314748,2024-08-25 20:25:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,780.82,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/316310,2024-06-14 14:20:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,3474.91,Routine voucher booking for commercial hotel laundry b2b,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/304862,2025-03-20 14:59:00,Electricity & Water Tanker Costs,CleanCare Packaging Ltd,307.17,0.0,Routine voucher booking for electricity & water tanker costs,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/312994,2025-01-20 15:03:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,482.2,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/321523,2025-03-29 14:20:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2129.33,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/313164,2024-09-13 17:53:00,Electricity & Water Tanker Costs,Direct Walk-in Retail Clients,2861.2,0.0,Routine voucher booking for electricity & water tanker costs,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/305289,2024-04-30 15:00:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,13318.51,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/321744,2024-08-28 20:16:00,Electricity & Water Tanker Costs,Diversey Hygiene Supplies,241.0,0.0,Routine voucher booking for electricity & water tanker costs,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/LOG-402402,2024-12-05 18:27:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,25893.9,0.0,Inter-branch garment transit claim ref VAN-EXP-533,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/306399,2024-10-03 08:18:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,3533.62,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),store_exec_blr
DRY/24-25/319126,2024-09-06 15:06:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,278.81,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/308881,2024-09-19 20:02:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,121.14,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),store_exec_blr
DRY/24-25/314460,2024-05-11 17:50:00,Hydro-Extractor Machinery Lease,CleanCare Packaging Ltd,967.14,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/301742,2025-01-25 12:03:00,Dry Cleaning Solvents & Perc,Blue Dart & Local Bike Logistics,142.38,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/319748,2024-10-26 11:57:00,Steam Boiler Diesel & LPG,Buchi Laundry Equipment Lease,1571.44,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/306278,2024-04-21 18:08:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2642.57,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/YE-500941,2025-03-15 22:06:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,188244.62,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/310371,2024-06-27 12:18:00,Steam Boiler Diesel & LPG,Blue Dart & Local Bike Logistics,1547.5,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/LOG-402188,2024-11-01 11:53:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,29990.94,0.0,Inter-branch garment transit claim ref VAN-EXP-315,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/YE-500838,2025-03-21 18:39:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,72034.49,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/308945,2024-04-21 19:44:00,Hanger & Poly-Packaging Purchase,Bharat Petroleum Fuel Corp,707.48,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/300938,2024-12-08 09:40:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,995.37,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
